arm,profile,success,certainty_score,successes_agebin_overall,successes_agein5_overall,successes_sex_overall,successes_income_overall,successes_agebin_answered,successes_agein5_answered,successes_sex_answered,successes_income_answered,trials_overall,trials_answered_sex,trials_answered_age,trials_answered_income
mistralai_mistral-large-2411_temp_0.0_top_p_1.0,pers72,True,3.0,0,0,1,0,0.0,0.0,1.0,0.0,1,1,1,1
mistralai_mistral-large-2411_temp_0.0_top_p_1.0,pers98,True,3.0,0,0,1,0,0.0,0.0,1.0,0.0,1,1,1,1
mistralai_mistral-large-2411_temp_0.0_top_p_1.0,pers48,True,3.0,0,0,1,0,0.0,0.0,1.0,0.0,1,1,1,1
mistralai_mistral-large-2411_temp_0.0_top_p_1.0,pers10,True,3.0,1,1,1,0,1.0,1.0,1.0,0.0,1,1,1,1
mistralai_mistral-large-2411_temp_0.0_top_p_1.0,pers90,True,3.0,1,1,1,0,1.0,1.0,1.0,0.0,1,1,1,1
mistralai_mistral-large-2411_temp_0.0_top_p_1.0,pers121,True,3.0,1,1,0,0,1.0,1.0,0.0,0.0,1,1,1,1
mistralai_mistral-large-2411_temp_0.0_top_p_1.0,pers226,True,3.0,1,1,1,0,1.0,1.0,1.0,0.0,1,1,1,1
mistralai_mistral-large-2411_temp_0.0_top_p_1.0,pers42,True,3.0,1,1,1,0,1.0,1.0,1.0,0.0,1,1,1,1
mistralai_mistral-large-2411_temp_0.0_top_p_1.0,pers218,True,3.0,1,0,0,0,1.0,0.0,0.0,0.0,1,1,1,1
mistralai_mistral-large-2411_temp_0.0_top_p_1.0,pers62,True,3.0,1,0,1,0,1.0,0.0,1.0,0.0,1,1,1,1
mistralai_mistral-large-2411_temp_0.0_top_p_1.0,pers230,True,3.0,1,1,1,0,1.0,1.0,1.0,0.0,1,1,1,1
mistralai_mistral-large-2411_temp_0.0_top_p_1.0,pers12,True,3.0,0,0,1,0,0.0,0.0,1.0,0.0,1,1,1,1
mistralai_mistral-large-2411_temp_0.0_top_p_1.0,pers5,True,3.0,1,0,0,0,1.0,0.0,0.0,0.0,1,1,1,1
mistralai_mistral-large-2411_temp_0.0_top_p_1.0,pers14,True,3.0,0,0,1,0,0.0,0.0,1.0,0.0,1,1,1,1
mistralai_mistral-large-2411_temp_0.0_top_p_1.0,pers18,True,3.0,1,0,0,0,1.0,0.0,0.0,0.0,1,1,1,1
mistralai_mistral-large-2411_temp_0.0_top_p_1.0,pers206,True,3.0,0,0,1,0,0.0,0.0,1.0,0.0,1,1,1,1
mistralai_mistral-large-2411_temp_0.0_top_p_1.0,pers108,True,3.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
mistralai_mistral-large-2411_temp_0.0_top_p_1.0,pers299,True,3.0,0,0,1,0,0.0,0.0,1.0,0.0,1,1,1,1
mistralai_mistral-large-2411_temp_0.0_top_p_1.0,pers129,True,3.0,0,0,0,1,0.0,0.0,0.0,1.0,1,1,1,1
mistralai_mistral-large-2411_temp_0.0_top_p_1.0,pers210,True,3.0,0,0,1,0,0.0,0.0,1.0,0.0,1,1,1,1
mistralai_mistral-large-2411_temp_0.0_top_p_1.0,pers80,True,3.0,1,0,1,0,1.0,0.0,1.0,0.0,1,1,1,1
mistralai_mistral-large-2411_temp_0.0_top_p_1.0,pers155,True,3.0,0,0,1,1,0.0,0.0,1.0,1.0,1,1,1,1
mistralai_mistral-large-2411_temp_0.0_top_p_1.0,pers139,True,3.0,0,0,0,1,0.0,0.0,0.0,1.0,1,1,1,1
mistralai_mistral-large-2411_temp_0.0_top_p_1.0,pers250,True,3.0,1,0,0,0,1.0,0.0,0.0,0.0,1,1,1,1
mistralai_mistral-large-2411_temp_0.0_top_p_1.0,pers131,True,3.0,0,0,1,0,0.0,0.0,1.0,0.0,1,1,1,1
mistralai_mistral-large-2411_temp_0.0_top_p_1.0,pers281,True,3.0,0,0,1,0,0.0,0.0,1.0,0.0,1,1,1,1
mistralai_mistral-large-2411_temp_0.0_top_p_1.0,pers101,True,3.0,1,1,1,0,1.0,1.0,1.0,0.0,1,1,1,1
mistralai_mistral-large-2411_temp_0.0_top_p_1.0,pers113,True,3.0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,1
mistralai_mistral-large-2411_temp_0.0_top_p_1.0,pers242,True,3.0,1,0,1,0,1.0,0.0,1.0,0.0,1,1,1,1
mistralai_mistral-large-2411_temp_0.0_top_p_1.0,pers60,True,3.0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,1
mistralai_mistral-large-2411_temp_0.0_top_p_1.0,pers86,True,3.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
mistralai_mistral-large-2411_temp_0.0_top_p_1.0,pers238,True,3.0,1,0,1,0,1.0,0.0,1.0,0.0,1,1,1,1
mistralai_mistral-large-2411_temp_0.0_top_p_1.0,pers118,True,3.0,0,1,0,1,0.0,1.0,0.0,1.0,1,1,1,1
mistralai_mistral-large-2411_temp_0.0_top_p_1.0,pers82,True,3.0,1,0,0,1,1.0,0.0,0.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers4,True,2.0,0,0,0,1,0.0,0.0,0.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers87,True,3.0,0,0,1,0,0.0,0.0,1.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers93,True,2.0,0,0,1,1,0.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers180,True,2.0,0,0,1,1,0.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers290,True,3.0,1,0,1,0,1.0,0.0,1.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers89,True,3.0,0,0,1,1,0.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers188,True,2.0,1,0,1,1,1.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers148,True,2.0,0,0,1,1,0.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers268,True,3.0,1,0,1,1,1.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers51,True,3.0,0,0,1,1,0.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers61,True,2.0,0,0,1,1,0.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers110,True,3.0,1,0,1,1,1.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers288,True,3.0,1,0,1,0,1.0,0.0,1.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers270,True,3.0,0,0,1,0,0.0,0.0,1.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers192,True,2.0,0,0,1,0,0.0,0.0,1.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers81,True,3.0,1,1,0,0,1.0,1.0,0.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers168,True,2.0,0,0,1,0,0.0,0.0,1.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers69,True,3.0,1,0,1,0,1.0,0.0,1.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers77,True,2.0,0,0,0,1,0.0,0.0,0.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers11,True,2.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers6,True,2.0,1,0,1,1,1.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers13,True,3.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers41,True,2.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers225,True,3.0,1,1,1,0,1.0,1.0,1.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers124,True,2.0,1,0,0,1,1.0,0.0,0.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers182,True,3.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers266,True,2.0,1,1,0,1,1.0,1.0,0.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers65,True,3.0,1,1,0,0,1.0,1.0,0.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers103,True,2.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers256,True,3.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers152,True,2.0,1,1,0,1,1.0,1.0,0.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers97,True,3.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers201,True,2.0,1,1,0,1,1.0,1.0,0.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers164,True,2.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers237,True,3.0,1,1,1,0,1.0,1.0,1.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers75,True,3.0,1,0,0,1,1.0,0.0,0.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers286,True,2.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers140,True,2.0,1,1,0,1,1.0,1.0,0.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers300,True,2.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers106,True,4.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers138,True,2.0,1,0,0,1,1.0,0.0,0.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers71,True,2.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers35,True,2.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers27,True,2.0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers15,True,3.0,1,0,1,1,1.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers40,True,2.0,0,0,1,1,0.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers296,True,2.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers174,True,2.0,0,0,0,1,0.0,0.0,0.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers298,True,2.0,0,0,1,0,0.0,0.0,1.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers284,True,3.0,0,0,0,1,0.0,0.0,0.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers99,True,2.0,0,0,1,1,0.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers217,True,2.0,1,1,1,0,1.0,1.0,1.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers172,True,2.0,0,0,1,1,0.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers184,True,3.0,1,1,1,0,1.0,1.0,1.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers264,True,2.0,1,1,1,0,1.0,1.0,1.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers67,True,2.0,0,0,0,1,0.0,0.0,0.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers166,True,3.0,0,0,1,1,0.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers194,True,3.0,0,0,1,0,0.0,0.0,1.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers198,True,2.0,0,0,0,1,0.0,0.0,0.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers53,True,2.0,0,0,0,1,0.0,0.0,0.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers229,True,2.0,0,0,1,1,0.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers249,True,2.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers241,True,2.0,0,0,0,1,0.0,0.0,0.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers170,True,2.0,1,0,1,1,1.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers178,True,2.0,1,0,0,1,1.0,0.0,0.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers43,True,3.0,1,0,0,1,1.0,0.0,0.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers47,True,3.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers276,True,3.0,1,1,1,0,1.0,1.0,1.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers158,True,2.0,0,0,0,1,0.0,0.0,0.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers63,True,3.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers280,True,2.0,0,0,0,1,0.0,0.0,0.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers73,True,2.0,0,0,1,1,0.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers36,True,2.0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers32,True,3.0,0,0,1,1,0.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers20,True,2.0,0,0,0,1,0.0,0.0,0.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers159,True,3.0,1,1,1,0,1.0,1.0,1.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers54,True,2.0,1,0,1,1,1.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers149,True,3.0,1,1,0,1,1.0,1.0,0.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers204,True,2.0,0,0,1,0,0.0,0.0,1.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers58,True,2.0,1,0,0,0,1.0,0.0,0.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers141,True,2.0,0,0,1,1,0.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers199,True,2.0,0,0,1,1,0.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers295,True,2.0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers224,True,2.0,0,0,1,1,0.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers125,True,3.0,0,0,0,1,0.0,0.0,0.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers29,True,2.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers37,True,2.0,1,1,0,1,1.0,1.0,0.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers22,True,2.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers25,True,2.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers16,True,2.0,1,0,0,1,1.0,0.0,0.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers251,True,3.0,1,1,1,0,1.0,1.0,1.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers232,True,2.0,1,1,0,1,1.0,1.0,0.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers105,True,2.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers96,True,2.0,1,1,0,1,1.0,1.0,0.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers261,True,2.0,1,1,0,1,1.0,1.0,0.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers202,True,4.0,1,1,1,0,1.0,1.0,1.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers147,True,2.0,1,1,0,1,1.0,1.0,0.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers84,True,3.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers123,True,3.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers133,True,2.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers78,True,2.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers70,True,2.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers244,True,2.0,1,1,0,1,1.0,1.0,0.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers94,True,2.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers169,True,2.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers222,True,2.0,1,0,1,1,1.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers289,True,3.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers177,True,2.0,1,1,0,0,1.0,1.0,0.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers143,True,2.0,1,1,0,0,1.0,1.0,0.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers279,True,2.0,0,0,0,1,0.0,0.0,0.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers291,True,3.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers165,True,2.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers234,True,2.0,1,0,1,1,1.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers208,True,3.0,1,1,0,1,1.0,1.0,0.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers157,True,3.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers56,True,3.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers135,True,2.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers109,True,2.0,1,1,0,0,1.0,1.0,0.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers31,True,3.0,0,0,1,0,0.0,0.0,1.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers39,True,3.0,1,1,1,0,1.0,1.0,1.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers34,True,2.0,0,0,1,1,0.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers7,True,2.0,0,0,1,0,0.0,0.0,1.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers26,True,2.0,1,0,1,1,1.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers2,True,2.0,0,0,1,1,0.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers240,True,3.0,1,0,1,1,1.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers193,True,3.0,0,0,0,1,0.0,0.0,0.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers246,True,2.0,1,0,1,1,1.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers145,True,3.0,0,0,1,1,0.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers171,True,3.0,0,0,1,1,0.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers163,True,2.0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers265,True,2.0,0,0,1,0,0.0,0.0,1.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers216,True,2.0,0,0,1,1,0.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers137,True,2.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers74,True,4.0,0,0,1,1,0.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers283,True,2.0,1,1,0,1,1.0,1.0,0.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers151,True,2.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers153,True,2.0,0,0,1,1,0.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers50,True,2.0,1,0,1,1,1.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers271,True,2.0,1,0,1,1,1.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers214,True,3.0,1,1,1,0,1.0,1.0,1.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers88,True,2.0,1,0,1,1,1.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers255,True,2.0,1,1,1,0,1.0,1.0,1.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers167,True,2.0,1,1,0,1,1.0,1.0,0.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers269,True,2.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers273,True,2.0,0,1,0,1,0.0,1.0,0.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers285,True,3.0,0,0,1,1,0.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers175,True,2.0,0,0,0,1,0.0,0.0,0.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers259,True,2.0,0,0,1,1,0.0,0.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers44,True,2.0,0,0,1,0,0.0,0.0,1.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers68,True,2.0,0,0,1,0,0.0,0.0,1.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers9,True,3.0,1,1,1,0,1.0,1.0,1.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers278,True,2.0,0,0,1,0,0.0,0.0,1.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers3,True,3.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers33,True,3.0,1,1,0,0,1.0,1.0,0.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers19,True,3.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers38,True,2.0,1,1,0,0,1.0,1.0,0.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers239,True,3.0,1,1,1,0,1.0,1.0,1.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers45,True,2.0,1,1,0,0,1.0,1.0,0.0,0.0,1,1,1,1
anthropic_claude-opus-4.1_temp_0.0_top_p_1.0,pers274,True,2.0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
